GOterm,term,Pvalue,NoGOsize,cluster,entrez
101,GO:0071248,cellular response to metal ion,1.36e-06,31;125,C_1_GSE62232,10891;3725;3398;2354;26;3727;2167;4501;6770;4495;3777;1393;288;4496;1544;6622;10235;2353;2203;7036;9362;825;4502;4493;4494;7018;6569;4499;120892;3736;107
102,GO:0031960,response to corticosteroid,1.37e-06,35;150,C_1_GSE62232,5743;6898;1843;7538;5069;2308;2354;5106;687;4129;1036;8061;6770;6715;3569;590;383;552;1369;189;445;15;5020;2805;2353;306;3651;4916;249;6347;7477;54206;10081;84676;842
103,GO:0009617,response to bacterium,1.45e-06,81;479,C_1_GSE62232,245909;245938;114771;25819;5743;2220;10891;2920;3725;7538;929;1634;558;5106;6279;1969;920;5142;3727;7056;4129;23166;2643;1910;4360;6770;4982;1667;6348;283;3569;671;4846;2243;1543;5650;912;4804;6283;383;5199;6406;5732;114548;445;944;4153;8993;6915;1544;6622;11126;5105;1312;2353;306;3507;5473;6441;11221;249;6347;3493;57088;59307;51316;55576;11093;57817;25818;7099;3500;245936;342979;130120;117285;7098;842;5272;114770;9971
104,GO:2000026,regulation of multicellular organismal development,1.52e-06,220;1639,C_1_GSE62232,130399;32;114771;25819;90102;5743;6777;64081;22849;93986;6546;654429;8876;84913;694;23105;388591;221336;649;7057;6009;3725;7538;10765;3398;1958;4860;1634;6422;4070;10409;6256;5604;558;1969;6653;9638;6387;360;1952;1902;23166;1910;8842;8321;9620;6770;3897;7049;4092;4982;1230;6348;10090;101;3569;2099;3556;8864;1638;653;2626;4488;4846;577;7472;2147;1620;4804;5979;3848;8997;1491;6431;154;7480;7010;4908;22865;7481;4803;2045;5457;7143;3579;114548;4974;4058;9398;9099;8993;6425;6915;5020;4593;5992;2260;5740;5764;151;3397;23576;2353;760;10370;1893;306;3479;4824;9378;816;3082;429;2627;2534;729;7498;9362;658;9104;2047;825;7080;4613;1826;5600;367;388;375790;10611;23111;7074;5789;8153;27124;6929;10215;4916;2248;57795;11221;1739;22999;6347;3662;2778;1406;5587;56892;64284;54829;23554;23493;23414;10716;9464;57817;11141;11173;23566;51129;2658;2693;2895;4825;4915;347902;51393;6423;59277;6860;27177;7099;54206;27031;124936;4131;80031;286410;57633;1272;1840;202018;23363;84870;1600;116844;814;152330;3400;9037;257194;6926;120892;147372;5686;54897;53637;55366;130120;9290;84189;57689;84466;60675;90167;91584;64805;6899;51666;4838;285016;1002;7098;7037;56478;114770;56853;9971;5597
105,GO:0071241,cellular response to inorganic substance,1.71e-06,34;145,C_1_GSE62232,10891;3725;3398;2308;2354;26;3727;2167;4501;6770;4495;3777;1393;288;4496;1544;6622;10235;2353;2203;7036;9362;825;4502;4493;4494;7018;55811;6569;4499;23514;120892;3736;107
106,GO:0098771,inorganic ion homeostasis,1.88e-06,99;623,C_1_GSE62232,283375;64072;137994;245973;8671;1579;6546;84239;1356;344905;480;6279;5156;920;6387;1756;1902;1910;482;4501;1080;1230;6348;2357;2099;5816;185;6358;2395;2147;5745;3777;552;288;66002;5732;3579;2911;10803;6915;5020;6622;4887;2740;1312;760;2053;9429;3263;7036;8529;6368;2038;9104;2358;825;148;23516;4502;7018;7021;6347;23428;4644;6569;5587;56898;94081;55240;844;79689;57817;23566;114897;2658;59340;4159;3355;3778;51312;22953;5166;285195;111;120892;286133;9481;3736;287;60675;113235;1317;48;57053;7037;5314;79054;3356;5170
107,GO:0050673,epithelial cell proliferation,1.92e-06,61;332,C_1_GSE62232,64081;93986;84913;7057;3725;3487;7538;10765;3398;6422;4070;3164;5604;1969;687;6387;10247;1910;7049;7039;283;3569;2099;653;7472;4804;6431;4163;383;7480;3037;7010;9420;8013;5764;3397;1893;3479;4824;3486;7498;9104;367;1739;6347;5587;58189;2658;4825;8945;6423;51384;54206;8828;116844;9037;55366;130120;6899;4838;168667
108,GO:0072524,pyridine-containing compound metabolic process,1.96e-06,31;127,C_1_GSE62232,5743;130752;10891;9611;4860;5236;5106;8942;2027;229;2819;316;8564;23498;863;5740;3479;2203;51422;10135;51181;51660;54981;55753;29968;55276;55526;2327;130013;554235;3356
109,GO:0009719,response to endogenous stimulus,2.00e-06,201;1479,C_1_GSE62232,1571;283375;130399;6571;122876;245973;5743;6777;64081;6898;22849;7299;64399;9455;6546;38;694;348980;649;10891;5547;1979;1843;7057;847;3725;7538;10765;6652;1958;2180;5069;6422;4837;5520;3164;3481;6256;2308;2354;5106;5187;8835;2591;687;26;6387;5577;5142;3727;7056;4129;5138;1036;8942;8061;8321;6770;4929;6715;7049;2775;4092;4255;6943;2819;1667;1080;283;3569;2099;3484;185;653;590;5617;2690;2626;4488;7472;4804;1393;8997;6431;383;7480;552;1369;9021;8431;3037;1621;6517;5732;7010;6716;189;9970;445;339;8856;15;3953;9420;5020;10400;2260;6622;8013;2104;5105;2740;5764;2805;3397;5860;2353;10979;688;760;10370;306;18;51141;4824;4091;1390;429;2627;20;2534;5023;658;2642;2002;7525;3651;7080;148;1395;367;23111;815;7074;3622;1723;4916;7021;2248;249;5322;6347;4644;7073;6569;7477;56034;54829;55022;64762;11093;11173;64388;2658;1154;2693;4825;8822;4160;4915;6423;51741;2103;22953;54206;5166;6506;285704;111;23514;116844;120892;494470;10081;57828;2788;107;64805;3753;6899;84676;257062;4838;842;11167;124857;168667;388581;9971;3356;5170
110,GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,2.00e-06,10;18,C_1_GSE62232,35;34;2639;3712;8310;36;8309;2110;33;51
111,GO:0008203,cholesterol metabolic process,2.02e-06,30;121,C_1_GSE62232,51302;64788;847;10449;6256;10613;6653;3931;23541;6770;3158;1080;33;1071;5444;8431;337;6718;3953;319;9420;2053;8542;51141;6309;2055;29881;116519;84649;9971
112,GO:0050801,ion homeostasis,2.03e-06,104;664,C_1_GSE62232,283375;64072;137994;245973;8671;1579;6546;84239;1356;344905;480;2273;1634;6279;5156;920;6387;1756;1902;1910;482;4501;4092;1080;1230;6348;2357;2099;5816;185;6358;2395;2147;5745;3777;552;288;66002;5732;3579;2911;10803;6915;5020;6622;4887;2740;6336;1312;760;2053;9429;3263;7036;8529;6368;2038;9104;2358;825;8913;148;23516;4502;7018;7021;6347;23428;4644;6569;5587;56898;94081;55240;844;79689;57817;23566;114897;2658;59340;4159;3355;3778;51312;22953;5166;285195;111;120892;286133;9481;3736;287;60675;113235;1317;48;57053;7037;5314;79054;3356;5170
113,GO:0042402,cellular biogenic amine catabolic process,2.39e-06,11;22,C_1_GSE62232,169355;8942;8564;23498;6999;635;1757;51166;112483;130013;29958
114,GO:1901575,organic substance catabolic process,2.52e-06,234;1774,C_1_GSE62232,1548;32;79660;114771;135644;131669;285848;144699;114792;875;51302;25819;1579;6898;22849;5337;374569;119548;38;1776;27165;221;2572;169355;10891;9611;1892;633;217;847;7538;6652;4942;4860;1634;5236;10449;30;6385;5520;35;10613;34;2308;3155;290;4594;5264;2639;6653;178;3712;5142;412;2167;4129;5138;1036;5549;8310;4329;8942;2027;435;1806;229;4092;2731;2028;222;1263;2819;3029;316;1463;23464;101;3081;1962;8564;36;8309;2110;23708;4846;978;23498;10993;5053;1543;11001;4143;6999;1576;443;1807;33;1491;635;154;383;7480;1369;5444;1592;1621;4051;66002;2875;344;337;6716;189;6718;339;9099;5260;11181;8993;1544;863;2805;1312;23576;5860;2053;18;2954;3479;11145;39;2203;8228;90865;6470;1757;2534;7498;8529;594;1374;9104;10157;11343;622;23014;375790;30849;8622;5222;5446;10730;51099;10690;1577;51422;5322;51438;6642;58510;54979;10297;51181;56898;55268;29763;23417;1486;10894;51171;9388;55753;2055;55512;51191;57733;55576;11093;54363;55821;51733;10841;11173;50940;30814;57406;51268;1191;8945;64285;408;129807;51166;84735;127;116519;83844;84706;112483;55276;219743;80311;152926;55526;414328;51;149603;158880;132671;120892;144193;27115;494470;5686;130013;554235;151531;201456;29958;1629;87769;83875;80339;113026;54941;3423;166785;95;112817;5141;114770;3356;26007;63827
115,GO:0030258,lipid modification,2.70e-06,50;256,C_1_GSE62232,32;38;10891;1892;10449;30;35;34;5156;5264;2639;3712;8310;3931;1962;36;185;8309;2110;1543;11001;1576;33;337;2260;8013;1558;8613;2053;39;2534;1374;27124;1577;2248;51422;8871;56898;55268;23417;54363;51179;1133;8822;116519;84649;5166;219743;285440;51
116,GO:0009064,glutamine family amino acid metabolic process,2.71e-06,21;70,C_1_GSE62232,131669;6898;374569;27165;2572;26227;4942;435;9945;4846;383;445;2805;23576;58510;51557;10841;51166;144193;420;9971
117,GO:0048869,cellular developmental process,2.71e-06,447;3728,C_1_GSE62232,283375;220136;64072;130399;23210;130951;219793;114771;122042;84879;5075;121599;159989;149685;25819;114299;90102;5923;5743;132141;6777;64081;22849;84570;8633;54937;171483;56203;54777;974;64399;6546;126755;654429;8876;84913;694;7171;2070;80005;1776;9204;348980;55604;23105;25981;7694;441549;221336;649;10891;161357;2114;26227;847;6009;3725;7538;2273;10765;3398;1958;4860;4651;6422;6385;9414;2633;4070;3164;10409;6256;5604;558;2308;290;6279;5156;6304;4311;1969;6653;920;9638;10974;6387;360;3727;1756;2167;1952;1902;10912;5138;5549;1910;4329;8842;4501;8321;9620;6770;3897;4929;6715;7049;4495;3131;2775;4291;4092;2009;4255;6943;22809;1949;1080;5345;1230;6348;10090;283;101;3569;2099;3556;8864;3798;1638;185;653;590;10570;2626;4488;577;7472;2243;10178;1543;2147;912;1620;4804;5979;5745;2294;8997;1491;6431;9355;154;1041;1071;7480;552;1013;1995;9211;9021;288;3037;57447;660;6595;6517;8809;7010;4908;22865;7481;4803;26206;2045;337;6716;5457;7143;8852;114548;4974;4058;9398;944;3953;8993;10803;11281;6425;4616;353189;4593;29760;5992;2260;3441;8013;5990;863;3444;5764;3449;151;59347;3397;2353;10979;688;9902;760;80303;8613;10370;23345;2823;3479;90865;4091;9378;816;3082;1390;429;2627;7348;3486;2534;5354;7498;9362;8538;658;1374;2038;2047;2002;7525;3651;825;7080;6795;4613;1826;5600;367;83942;388;375790;10611;23111;4684;1052;815;7074;460;25945;5789;25803;8153;23254;3622;27124;5813;6929;10215;23086;51099;4916;4978;135138;7021;2248;57795;645961;11221;26108;2558;249;1739;22999;6642;6347;10529;11155;3662;2194;2778;10297;4644;7073;1406;7477;5587;9547;50861;25987;56898;114885;94081;64284;30845;51316;55022;64359;844;55512;23493;23414;25858;6783;10716;55359;27019;79689;9464;57817;51266;23418;11141;11173;54766;23566;59335;51129;2658;55118;59067;2895;4825;83696;93436;4915;57502;1191;26084;59344;64093;51393;6423;59277;83643;6860;84417;55363;51741;83890;83893;83854;51384;22953;56832;27177;116519;7099;54206;1073;8828;27031;124936;4131;6443;122953;80031;286410;55526;1272;1840;202018;23363;29842;4629;155465;1600;9444;116844;814;58473;152330;57549;153;3400;54502;9037;257194;8543;6926;120892;494470;92304;54897;53637;55366;3736;6656;170302;57828;130120;9290;107;84189;57689;85413;4685;84466;287;56154;219527;54768;90167;345895;200162;84168;51399;91584;221937;64805;6706;84530;57545;23639;221044;6899;257062;200373;4147;51666;10160;4838;285016;1002;7098;842;7037;23322;124857;5314;168667;56478;283629;4810;114770;84953;56853;5597;3356;5170;160762
118,GO:0006006,glucose metabolic process,2.75e-06,41;194,C_1_GSE62232,32;79660;23387;10891;283209;3487;6652;5236;3481;2308;5106;2027;229;2819;3569;8864;4886;10993;5443;2646;3953;5105;2805;3479;2203;1390;3486;27232;2642;1374;9104;3651;7021;5161;51181;23417;114897;84649;5166;55276;388581
119,GO:0002526,acute inflammatory response,2.80e-06,31;129,C_1_GSE62232,5743;8876;5547;6279;730;9332;1910;5345;101;3569;2147;2161;3700;731;5199;3818;735;732;3579;114548;445;6291;4153;729;7036;5008;59307;57817;53833;130120;1378
120,GO:0097267,omega-hydroxylase P450 pathway,2.96e-06,7;9,C_1_GSE62232,1579;1543;1544;1558;8529;1559;1557
121,GO:0006869,lipid transport,2.96e-06,57;307,C_1_GSE62232,32;84879;1579;24;9611;7057;10765;2180;6256;11309;6653;3931;6770;10351;1080;185;5443;11001;1071;5444;28234;344;337;6554;319;6579;5020;4018;10877;123;5104;8542;4824;20;8529;1374;80765;213;51422;63982;5322;114885;9388;2055;10998;29881;9227;114897;30814;1191;114880;116519;80832;286410;83394;374868;9971
122,GO:0006568,tryptophan metabolic process,3.36e-06,8;12,C_1_GSE62232,169355;2639;8942;8564;23498;6999;51166;130013
123,GO:0044248,cellular catabolic process,3.58e-06,204;1518,C_1_GSE62232,1548;32;79660;131669;285848;144699;114792;875;51302;25819;10003;1579;6898;22849;374569;38;1776;27165;221;2572;169355;1892;633;847;7538;6652;4942;4860;1634;2180;5236;10449;30;5520;35;10613;34;3155;290;4594;5264;2639;178;3712;5142;2167;3039;4129;5138;1036;5549;8310;4329;8942;435;1806;4092;2731;2028;1263;2819;3029;316;1463;23464;101;3081;1962;8564;36;8309;2110;23708;4846;978;23498;10993;5053;1543;11001;4143;6999;1576;443;1807;33;1491;635;154;383;7480;1369;5444;1592;1621;4051;66002;2875;344;1555;337;189;6718;339;8856;9099;5260;11181;1564;1544;6622;863;1558;2805;1312;23576;3043;5860;2053;18;2954;3479;39;8228;90865;6470;7498;8529;594;1374;9104;10157;11343;622;23014;30849;8622;5446;10730;51099;1577;1559;51438;1557;58510;51181;56898;55268;29763;23417;9388;55512;51191;57733;11093;54363;55821;51733;10841;11173;50940;57406;51268;1191;8945;64285;408;129807;51166;84735;116519;83844;84706;55276;219743;80311;152926;414328;51;149603;158880;132671;120892;144193;145270;27115;494470;5686;130013;554235;151531;201456;29958;1629;83875;80339;54941;3423;166785;95;112817;5141;3356;63827
124,GO:0007275,multicellular organism development,3.73e-06,538;4603,C_1_GSE62232,283375;64072;130399;32;23210;219793;114771;122042;6571;84879;246213;5075;121599;25819;90102;55816;5923;5743;6777;64081;22849;84570;8633;93986;54937;7299;9622;974;4340;64399;23181;6546;1821;126755;654429;8876;84690;84913;38;4050;694;2070;5890;9204;348980;256764;23105;89797;441549;388591;221336;649;10891;5547;161357;1843;7057;2114;26227;847;6009;3725;3487;7538;2273;10765;3398;1958;4860;1634;6422;6385;4837;4070;4522;3164;10409;3481;6256;5118;5604;558;2308;3155;290;6279;4594;5156;6304;4311;1969;6653;920;9638;6387;360;10247;1756;1952;1902;4129;10912;23166;1036;5549;1910;8842;4501;8061;8321;9620;6770;3897;4929;6715;7049;4495;3131;2775;4291;4092;2009;3294;2028;8379;4255;6943;4982;22809;1949;5345;1230;6348;10090;283;1463;101;3569;2099;3556;8864;3798;1638;185;3290;653;590;4886;5617;1602;2707;10570;2626;4488;2395;4846;577;7472;2674;683;10178;1543;2147;912;1620;4804;5979;415;3848;5745;2294;3777;1825;8997;1491;6431;9355;154;383;1041;7480;4326;552;1995;9211;9021;288;8431;3037;57447;6010;660;6595;3641;8809;7010;4908;22865;7481;4803;2045;337;570;7700;6716;5457;7143;3579;114548;445;4974;4058;9398;9099;944;3953;3166;11181;8993;9420;3950;10803;11281;6425;6915;4616;5020;353189;1544;4593;29760;5992;2260;23544;51350;3441;8013;4607;863;5740;3444;1827;4887;5764;3449;2797;151;6336;3397;23576;5860;2353;688;760;80303;8613;10370;1893;306;1847;18;2823;3479;51141;4824;23169;90865;4091;9378;816;3082;1390;429;2627;2534;729;5354;7498;9362;8538;658;2038;9104;2047;3651;825;2334;7080;27130;8820;4613;1826;148;5600;6457;367;83942;388;375790;10611;23111;2006;23500;4684;6526;1052;57211;815;7074;460;25945;5789;25803;8153;23254;3622;1723;27124;5813;6929;10215;2012;23086;4916;10690;4978;6441;7021;9509;6694;2248;5008;57795;11221;26108;2558;249;1739;8434;22999;6347;10529;3662;2194;2778;27445;10297;5787;4644;1406;6569;7477;5587;9547;56944;50861;25987;94081;56892;56034;64284;54829;55224;23554;2055;64359;25837;844;55211;55512;5101;23493;23414;78989;10716;55576;27019;9464;57817;51266;23418;11141;11173;54766;64388;23566;59335;51129;2658;55118;2693;2895;4825;8822;83716;83696;93436;4915;57502;1191;347902;9510;8945;59344;64093;51393;408;6423;59277;6860;55363;51741;83890;83893;83854;51384;22953;56832;27177;116519;84649;7099;54206;6506;64651;8828;27031;124936;4131;6443;3696;80031;286410;57633;55526;1272;1840;202018;23363;29842;320;4629;84870;158326;1600;9444;116844;129446;84620;1740;814;58473;152330;57549;3400;54502;9037;257194;8543;6926;120892;147372;9031;5067;494470;5686;54897;6913;53637;9481;55366;3736;341640;6656;170302;57828;130120;9290;107;84189;57689;85413;4685;84466;287;60675;56154;219527;54768;90167;84168;51399;91584;113026;404037;221937;4336;64805;6706;84530;8110;57545;23639;55997;6899;101927581;257062;4147;119;48;51666;10160;4838;285016;352999;79064;1002;7098;57053;842;140679;7037;23322;124857;27022;5314;168667;23386;56478;283629;4810;114770;84953;56853;9971;5597;5170;63827
125,GO:0009310,amine catabolic process,4.17e-06,11;23,C_1_GSE62232,169355;8942;8564;23498;6999;635;1757;51166;112483;130013;29958
126,GO:0006637,acyl-CoA metabolic process,4.39e-06,24;89,C_1_GSE62232,32;26027;38;2180;3155;2639;8942;6999;570;10249;6622;10157;5161;23305;2194;51660;51703;23417;51268;51166;84649;5166;123876;134526
127,GO:0035383,thioester metabolic process,4.39e-06,24;89,C_1_GSE62232,32;26027;38;2180;3155;2639;8942;6999;570;10249;6622;10157;5161;23305;2194;51660;51703;23417;51268;51166;84649;5166;123876;134526
128,GO:0030001,metal ion transport,4.74e-06,115;766,C_1_GSE62232,283375;64072;23704;170850;246213;245973;8671;7439;3788;5743;55089;255231;6546;1356;348980;480;388591;30818;2273;5652;5187;920;6387;5142;1756;6351;5138;482;2775;1230;6348;5348;6947;4846;2147;3777;154;3780;288;1259;6406;6523;10246;3768;774;6554;10786;2917;6622;778;10060;6336;2823;816;2534;3769;7036;5023;9104;825;3755;8913;148;23516;6526;815;3752;7018;1739;6347;4644;6569;5587;94081;55240;29763;30845;3773;8645;844;79026;3781;79689;10343;11141;23566;3355;3778;51312;51393;84102;11280;89822;22953;51305;80333;1272;285195;128414;286133;348938;3736;54207;152519;287;3760;64805;1317;3753;3772;57053;7037;79054;3356;5170
129,GO:0010817,regulation of hormone levels,5.15e-06,75;448,C_1_GSE62232,130399;143425;6777;10891;6513;1958;6422;5106;5947;4311;6817;6770;6715;2028;1080;3569;2099;8864;185;653;2243;8630;5443;1393;1576;8431;1592;4803;6716;6718;6580;15;2260;2740;4544;151;1312;18;7276;4824;8228;9378;5959;7036;1374;3651;7074;8622;80765;7021;5008;2778;27445;4644;51171;55512;117247;6783;64577;9227;114897;2693;4825;4160;408;127;57393;84649;111;6926;389434;83875;388581;9971;3356
130,GO:0006638,neutral lipid metabolic process,5.33e-06,28;114,C_1_GSE62232,1571;285848;7069;64788;847;2180;2167;2819;283;1071;344;337;80168;6622;5105;51141;8228;10555;1374;9104;11343;51099;10998;57406;116519;84649;84803;80339
131,GO:0008610,lipid biosynthetic process,5.44e-06,93;590,C_1_GSE62232,32;7069;51302;5743;221;10891;1958;2180;10449;10613;5947;23541;6770;3158;6715;3294;222;2819;1080;283;8309;3290;653;2687;1543;11001;6296;1576;33;552;344;337;570;6716;6718;9420;80168;10400;2260;5740;5105;8613;51141;11145;5354;5023;9362;10555;9104;10402;11343;6309;5329;30849;84869;27124;80765;51099;2248;51422;5322;8871;2194;4644;5587;23417;55224;2055;55512;10998;29881;64577;80157;10826;64850;8822;57406;1040;59344;83643;116519;84649;84803;5166;29842;9444;161247;1582;80339;151742;166929;9971;3356
132,GO:0033559,unsaturated fatty acid metabolic process,5.46e-06,27;108,C_1_GSE62232,1571;1548;1579;5743;2180;1573;2687;1543;552;4051;66002;1555;1544;1549;1572;1562;5740;1558;1553;2053;8529;11343;1559;5322;1557;59344;51
133,GO:0009725,response to hormone,5.63e-06,120;810,C_1_GSE62232,130399;122876;245973;5743;6777;6898;38;694;10891;5547;1979;1843;7057;847;3725;7538;6652;1958;2180;5069;6422;3164;3481;6256;2308;2354;5106;5187;8835;687;6387;5577;3727;4129;1036;8061;6770;4929;6715;7049;6943;1667;283;3569;2099;3484;185;590;5617;2690;4804;1393;6431;383;7480;552;1369;9021;8431;6517;5732;7010;6716;189;9970;445;339;8856;15;3953;9420;5020;8013;2104;5105;2740;5764;2805;5860;2353;760;306;51141;4824;2627;20;2534;2642;3651;7080;148;1395;367;815;4916;249;6347;4644;6569;7477;55022;1154;2693;4825;4160;2103;54206;5166;111;10081;57828;2788;107;84676;257062;4838;842;388581;9971;5170
134,GO:1901607,alpha-amino acid biosynthetic process,5.67e-06,19;62,C_1_GSE62232,137362;875;441024;27165;26227;4942;4522;435;1491;635;189;445;2805;6470;55256;23569;51557;51702;29968
135,GO:0006958,complement activation; classical pathway,6.25e-06,14;37,C_1_GSE62232,730;731;735;732;10747;4153;3507;729;715;3493;51279;1191;3500;1378
136,GO:0010033,response to organic substance,6.28e-06,332;2684,C_1_GSE62232,1571;283375;130399;32;6571;122876;245973;25819;55816;5743;6777;64081;6898;22849;7299;160897;64399;9455;6546;38;4050;694;348980;649;10891;2920;5547;1979;9611;1843;7057;633;847;3725;7538;10765;6652;1958;929;1634;2180;5069;6422;4837;2633;5520;3164;3481;6256;10613;5604;558;2308;2354;3155;5106;5187;6279;5156;8835;2591;4311;1969;687;920;26;9638;4783;6387;5577;5142;360;3727;10247;7056;1902;4129;6351;5138;1036;2643;1910;4501;8942;8061;4360;8321;6770;4929;6715;7049;4495;2775;4092;3294;4255;6943;4982;2819;1667;1080;5345;1230;6348;283;3569;2099;3556;3484;185;6358;653;590;5617;2690;2626;4488;4846;7472;1543;2161;1620;4804;3977;5979;2294;1393;8997;1491;6431;3598;383;7480;552;1369;3700;5444;9021;8431;3037;1621;6517;8809;5732;7010;7481;4803;2646;337;6716;189;9970;3579;114548;445;4058;339;8856;15;3953;9420;10803;9173;130;6915;5020;1544;10400;2260;6622;3441;8013;2104;5740;3444;4210;5105;2740;5764;3449;2805;1312;3397;7095;123;5860;2353;10979;688;760;10370;1893;306;18;51141;6818;4824;4091;9378;816;3082;1390;6470;429;2627;3263;20;2534;7498;5023;658;6368;2642;10555;1374;2002;7525;3651;10402;7080;148;1395;367;4261;4502;375790;23111;4684;815;7074;3622;1723;4916;5473;135138;7021;7032;2248;2998;5008;57795;11221;249;5322;6347;3662;2194;4644;7073;6569;7477;5587;10135;56034;57088;59307;54829;55022;64762;58189;844;53829;11093;51554;64922;57817;11173;64388;2658;59340;1154;1133;2693;4825;8822;4160;3778;4915;1191;8945;53832;408;6423;51741;57393;2103;22953;56832;27177;84649;7099;54206;5166;6506;8828;361;285704;111;23514;53833;116844;54756;132014;120892;147372;494470;10081;5686;342979;57828;2788;107;57689;287;79092;64805;3753;6899;84676;257062;4838;7098;842;11167;124857;168667;388581;260434;9971;3356;5170;80854
